"riding_id","party_name","slope","intercept"
"Scarborough-Rouge Park","Conservative",1,-4.55
"Selkirk-Interlake-Eastman","New Democratic",1,-8.29
"Selkirk-Interlake-Eastman","Conservative",1,19.99
"Selkirk-Interlake-Eastman","Liberal",1,-8.05
"Selkirk-Interlake-Eastman","Green",1,0.0300000000000002
"Shefford","New Democratic",1,3.94
"Shefford","Bloc Québécois",1,17.55
"Shefford","Liberal",1,-0.509999999999998
"Shefford","Green",1,-1.06
"Shefford","Conservative",1,-19.13
"Sherbrooke","Bloc Québécois",1,15.79
"Sherbrooke","Conservative",1,-22.49
"Sherbrooke","New Democratic",1,17.6
"Sherbrooke","Green",1,-2.23
"Sherbrooke","Liberal",1,-9.66
"Sherwood Park-Fort Saskatchewan","Green",1,-0.96
"Sherwood Park-Fort Saskatchewan","Conservative",1,32.03
"Sherwood Park-Fort Saskatchewan","New Democratic",1,-9.92
"Sherwood Park-Fort Saskatchewan","Liberal",1,-19.05
"Simcoe North","Conservative",1,11.61
"Simcoe North","Liberal",1,0.339999999999996
"Simcoe North","Green",1,1.03
"Simcoe North","New Democratic",1,-9.15
"Simcoe-Grey","New Democratic",1,-10.13
"Simcoe-Grey","Green",1,0.970000000000001
"Simcoe-Grey","Conservative",1,14.69
"Simcoe-Grey","Liberal",1,-0.869999999999997
"Skeena-Bulkley Valley","Liberal",1,-20.75
"Skeena-Bulkley Valley","Green",1,0.21
"Skeena-Bulkley Valley","New Democratic",1,31.35
"Skeena-Bulkley Valley","Conservative",1,-7.12
"Souris-Moose Mountain","Green",1,-0.78
"Souris-Moose Mountain","Conservative",1,38.23
"Souris-Moose Mountain","Liberal",1,-25.94
"Souris-Moose Mountain","New Democratic",1,-6.05
"South Okanagan-West Kootenay","Liberal",1,-11.34
"South Okanagan-West Kootenay","Conservative",1,-2.07
"South Okanagan-West Kootenay","New Democratic",1,17.55
"South Okanagan-West Kootenay","Green",1,0.76
"South Shore-St. Margarets","New Democratic",1,-2.9
"South Shore-St. Margarets","Liberal",1,17.46
"South Shore-St. Margarets","Green",1,-0.52
"South Shore-St. Margarets","Conservative",1,-9.35
"South Surrey-White Rock","Conservative",1,12.12
"South Surrey-White Rock","Liberal",1,2.02
"South Surrey-White Rock","Green",1,-0.00999999999999979
"South Surrey-White Rock","New Democratic",1,-9.32
"Spadina-Fort York","Liberal",1,15.19
"Spadina-Fort York","New Democratic",1,7.55
"Spadina-Fort York","Conservative",1,-16.18
"Spadina-Fort York","Green",1,-1.37
"St. Albert-Edmonton","Green",1,-2.04
"St. Albert-Edmonton","Liberal",1,-16.93
"St. Albert-Edmonton","New Democratic",1,-8.57
"St. Albert-Edmonton","Conservative",1,13.33
"St. Catharines","Liberal",1,3.71
"St. Catharines","Green",1,-0.85
"St. Catharines","Conservative",1,5.66
"St. Catharines","New Democratic",1,-3.22
"St. John's East","Green",1,-2.32
"St. John's East","Conservative",1,-25.36
"St. John's East","New Democratic",1,25.56
"St. John's East","Liberal",1,7.26000000000001
"St. John's South-Mount Pearl","Green",1,-2.62
"St. John's South-Mount Pearl","Conservative",1,-27.34
"St. John's South-Mount Pearl","New Democratic",1,17.03
"St. John's South-Mount Pearl","Liberal",1,18.39
"Steveston-Richmond East","Liberal",1,5.61
"Steveston-Richmond East","Conservative",1,6.56
"Steveston-Richmond East","Green",1,0.24
"Steveston-Richmond East","New Democratic",1,-7.59
"Stormont-Dundas-South Glengarry","Liberal",1,-0.969999999999999
"Stormont-Dundas-South Glengarry","Green",1,-1.23
"Stormont-Dundas-South Glengarry","Conservative",1,19.19
"Stormont-Dundas-South Glengarry","New Democratic",1,-11.53
"Sturgeon River-Parkland","Green",1,-0.38
"Sturgeon River-Parkland","New Democratic",1,-9.71
"Sturgeon River-Parkland","Conservative",1,38.32
"Sturgeon River-Parkland","Liberal",1,-23.89
"Sudbury","Green",1,-0.39
"Sudbury","Conservative",1,-10.81
"Sudbury","Liberal",1,7.94
"Sudbury","New Democratic",1,8.06
"Surrey Centre","New Democratic",1,10.35
"Surrey Centre","Green",1,0.0300000000000002
"Surrey Centre","Liberal",1,5.6
"Surrey Centre","Conservative",1,-12.1
"Surrey-Newton","Conservative",1,-16.2
"Surrey-Newton","New Democratic",1,6.39
"Surrey-Newton","Green",1,-1.24
"Surrey-Newton","Liberal",1,16.51
"Sydney-Victoria","Green",1,-0.93
"Sydney-Victoria","Conservative",1,-21.27
"Sydney-Victoria","Liberal",1,33.73
"Sydney-Victoria","New Democratic",1,-6.67
"Terrebonne","New Democratic",1,5.88
"Terrebonne","Bloc Québécois",1,28.34
"Terrebonne","Conservative",1,-20.56
"Terrebonne","Liberal",1,-11.48
"Terrebonne","Green",1,-1.69
"Thornhill","Green",1,-2.23
"Thornhill","New Democratic",1,-14.53
"Thornhill","Liberal",1,-5.67
"Thornhill","Conservative",1,26.69
"Thunder Bay-Rainy River","Green",1,1.8
"Thunder Bay-Rainy River","Liberal",1,4.54
"Thunder Bay-Rainy River","New Democratic",1,9.93
"Thunder Bay-Rainy River","Conservative",1,-10.82
"Thunder Bay-Superior North","New Democratic",1,3.45
"Thunder Bay-Superior North","Green",1,10.37
"Thunder Bay-Superior North","Liberal",1,5.52
"Thunder Bay-Superior North","Conservative",1,-14.48
"Thérèse-De Blainville","New Democratic",1,5.2
"Thérèse-De Blainville","Bloc Québécois",1,22.42
"Thérèse-De Blainville","Green",1,-1.03
"Thérèse-De Blainville","Conservative",1,-19.47
"Thérèse-De Blainville","Liberal",1,-6.97
"Timmins-James Bay","New Democratic",1,23.12
"Timmins-James Bay","Conservative",1,-11.51
"Timmins-James Bay","Green",1,-1.41
"Timmins-James Bay","Liberal",1,-4.74999999999999
"Tobique-Mactaquac","Conservative",1,5.11
"Tobique-Mactaquac","New Democratic",1,-8.45
"Tobique-Mactaquac","Liberal",1,7.14
"Tobique-Mactaquac","Green",1,1.67
"Toronto Centre","Liberal",1,18.43
"Toronto Centre","Green",1,-0.83
"Toronto Centre","Conservative",1,-19.72
"Toronto Centre","New Democratic",1,6.88
"Toronto-Danforth","Conservative",1,-22.05
"Toronto-Danforth","Green",1,1.28
"Toronto-Danforth","New Democratic",1,20.44
"Toronto-Danforth","Liberal",1,2.87
"Toronto-St. Paul's","Liberal",1,15.79
"Toronto-St. Paul's","Green",1,-0.4
"Toronto-St. Paul's","Conservative",1,-4.92
"Toronto-St. Paul's","New Democratic",1,-5.01
"Trois-Rivières","Bloc Québécois",1,12.33
"Trois-Rivières","Conservative",1,-13.28
"Trois-Rivières","New Democratic",1,12.1
"Trois-Rivières","Liberal",1,-9.25
"Trois-Rivières","Green",1,-1.72
"University-Rosedale","Liberal",1,10.33
"University-Rosedale","New Democratic",1,8.86
"University-Rosedale","Conservative",1,-14.4
"University-Rosedale","Green",1,-0.5
"Vancouver Centre","New Democratic",1,0.280000000000001
"Vancouver Centre","Conservative",1,-15
"Vancouver Centre","Liberal",1,16.61
"Vancouver Centre","Green",1,2.38
"Vancouver East","Liberal",1,-11.31
"Vancouver East","Conservative",1,-21.14
"Vancouver East","New Democratic",1,30.21
"Vancouver East","Green",1,5.76
"Vancouver Granville","Conservative",1,-5.85
"Vancouver Granville","Liberal",1,4.46
"Vancouver Granville","Green",1,-0.29
"Vancouver Granville","New Democratic",1,7.14
"Vancouver Kingsway","Green",1,-0.18
"Vancouver Kingsway","New Democratic",1,26.01
"Vancouver Kingsway","Conservative",1,-10.9
"Vancouver Kingsway","Liberal",1,-11.66
"Vancouver Quadra","Conservative",1,-6.08
"Vancouver Quadra","Liberal",1,19.24
"Vancouver Quadra","Green",1,0.78
"Vancouver Quadra","New Democratic",1,-8.88
"Vancouver South","New Democratic",1,-5.76
"Vancouver South","Green",1,-0.85
"Vancouver South","Liberal",1,9.34
"Vancouver South","Conservative",1,1.97
"Vaudreuil-Soulanges","New Democratic",1,2.58
"Vaudreuil-Soulanges","Green",1,-1.22
"Vaudreuil-Soulanges","Conservative",1,-18.1
"Vaudreuil-Soulanges","Liberal",1,7.15000000000001
"Vaudreuil-Soulanges","Bloc Québécois",1,10.37
"Vaughan-Woodbridge","New Democratic",1,-15.08
"Vaughan-Woodbridge","Green",1,-2.16
"Vaughan-Woodbridge","Liberal",1,9.43
"Vaughan-Woodbridge","Conservative",1,11.73
"Victoria","Liberal",1,-27.66
"Victoria","Green",1,29.49
"Victoria","Conservative",1,-20.12
"Victoria","New Democratic",1,22.55
"Ville-Marie-Le Sud-Ouest-Île-des-Sœurs","New Democratic",1,3.71
"Ville-Marie-Le Sud-Ouest-Île-des-Sœurs","Bloc Québécois",1,3.92
"Ville-Marie-Le Sud-Ouest-Île-des-Sœurs","Green",1,1.35
"Ville-Marie-Le Sud-Ouest-Île-des-Sœurs","Liberal",1,11.35
"Ville-Marie-Le Sud-Ouest-Île-des-Sœurs","Conservative",1,-20.05
"Vimy","Conservative",1,-18.55
"Vimy","Bloc Québécois",1,12.02
"Vimy","Liberal",1,6.68
"Vimy","New Democratic",1,1.23
"Vimy","Green",1,-1.07
"Waterloo","Liberal",1,10.23
"Waterloo","New Democratic",1,-4.83
"Waterloo","Conservative",1,0.389999999999997
"Waterloo","Green",1,-0.53
"Wellington-Halton Hills","New Democratic",1,-11.43
"Wellington-Halton Hills","Green",1,0.57
"Wellington-Halton Hills","Liberal",1,-2.97
"Wellington-Halton Hills","Conservative",1,18.99
"West Nova","Conservative",1,-5.82
"West Nova","Green",1,0.74
"West Nova","Liberal",1,23.52
"West Nova","New Democratic",1,-12.98
"West Vancouver-Sunshine Coast-Sea to Sky Country","Conservative",1,-5.71
"West Vancouver-Sunshine Coast-Sea to Sky Country","Green",1,5.46
"West Vancouver-Sunshine Coast-Sea to Sky Country","New Democratic",1,-9.87
"West Vancouver-Sunshine Coast-Sea to Sky Country","Liberal",1,15.15
"Whitby","Liberal",1,5.48
"Whitby","Green",1,-1.26
"Whitby","Conservative",1,10.18
"Whitby","New Democratic",1,-9.38
"Willowdale","Liberal",1,13.93
"Willowdale","Conservative",1,5.09
"Willowdale","Green",1,-1.23
"Willowdale","New Democratic",1,-12.73
"Windsor West","New Democratic",1,31.62
"Windsor West","Green",1,-1.12
"Windsor West","Liberal",1,-14.22
"Windsor West","Conservative",1,-11.16
"Windsor-Tecumseh","New Democratic",1,23.79
"Windsor-Tecumseh","Green",1,-1.47
"Windsor-Tecumseh","Liberal",1,-12.89
"Windsor-Tecumseh","Conservative",1,-4.44
"Winnipeg Centre","Conservative",1,-19.55
"Winnipeg Centre","Green",1,0.640000000000001
"Winnipeg Centre","New Democratic",1,8.28
"Winnipeg Centre","Liberal",1,15.04
"Winnipeg North","Conservative",1,-16.62
"Winnipeg North","Green",1,-1
"Winnipeg North","Liberal",1,29.43
"Winnipeg North","New Democratic",1,-6.35
"Winnipeg South","Green",1,-1.38
"Winnipeg South","New Democratic",1,-14.74
"Winnipeg South","Conservative",1,2.76
"Winnipeg South","Liberal",1,18.82
"Winnipeg South Centre","Green",1,-0.3
"Winnipeg South Centre","Liberal",1,20.25
"Winnipeg South Centre","Conservative",1,-3.72
"Winnipeg South Centre","New Democratic",1,-10.77
"Yellowhead","Conservative",1,40.34
"Yellowhead","New Democratic",1,-10.68
"Yellowhead","Liberal",1,-25.25
"Yellowhead","Green",1,-0.5
"York Centre","Green",1,-1.63
"York Centre","New Democratic",1,-12.4
"York Centre","Conservative",1,12.08
"York Centre","Liberal",1,7.41
"York South-Weston","Liberal",1,6.53
"York South-Weston","Conservative",1,-12.71
"York South-Weston","Green",1,-1.43
"York South-Weston","New Democratic",1,10.67
"York-Simcoe","Green",1,-0.33
"York-Simcoe","Conservative",1,18.34
"York-Simcoe","Liberal",1,-1.7
"York-Simcoe","New Democratic",1,-10.84
"Yorkton-Melville","Liberal",1,-21.71
"Yorkton-Melville","Conservative",1,27.31
"Yorkton-Melville","New Democratic",1,0.469999999999999
"Yorkton-Melville","Green",1,-0.62
"Yukon","Green",1,-0.8
"Yukon","Liberal",1,14.18
"Yukon","New Democratic",1,-0.300000000000001
"Yukon","Conservative",1,-7.62
